total_lines,num_functions,num_classes,num_imports,avg_func_length,max_func_length,avg_complexity,max_complexity,high_complexity_fns,maintainability,lines_per_function,num_nodes,num_edges,avg_degree,max_degree,graph_density,avg_shortest_path,clustering_coeff,deep_nesting_count,is_buggy,source,path
73,1,0,4,24.0,24,6.0,6,0,87.14,73.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/application/logo.py
5,0,0,1,0.0,0,0.0,0,0,100.0,5.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/cookies/__init__.py
14,1,1,1,2.0,2,1.5,2,0,100.0,14.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/logging/filter.py
176,18,0,7,9.444444444444445,32,3.12,9,0,41.96,9.777777777777779,17,2,0.235,2,0.0074,1.333,0.0,0,0,sanic,tests/test_ws_handlers.py
34,1,0,3,26.0,26,3.0,3,0,90.75,34.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/logging/deprecation.py
40,3,1,7,7.666666666666667,18,2.0,3,0,59.99,13.333333333333334,5,4,1.6,4,0.2,1.6,0.0,0,0,sanic,guide/webapp/display/plugins/attrs.py
6,0,0,2,0.0,0,0.0,0,0,100.0,6.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/http/tls/__init__.py
194,13,0,9,10.615384615384615,23,2.33,4,0,45.6,14.923076923076923,14,13,1.857,7,0.0714,1.667,0.0,0,0,sanic,tests/test_http.py
62,6,0,4,9.5,27,3.5,5,0,61.97,10.333333333333334,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_graceful_shutdown.py
42,2,0,5,6.5,9,2.0,2,0,62.42,21.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_logo.py
31,1,2,1,2.0,2,2.0,3,0,94.84,31.0,4,3,1.5,2,0.25,1.667,0.0,0,0,sanic,sanic/http/constants.py
69,4,1,7,11.75,26,2.0,4,0,63.67,17.25,6,8,2.667,5,0.2667,1.467,0.633,0,0,sanic,guide/webapp/display/search/renderer.py
142,13,1,11,5.0,13,1.71,3,0,50.55,10.923076923076923,15,3,0.4,3,0.0143,1.5,0.0,0,0,sanic,tests/worker/test_inspector.py
111,6,0,9,19.166666666666668,74,3.0,4,0,49.41,18.5,7,2,0.571,2,0.0476,1.333,0.0,0,0,sanic,guide/webapp/worker/factory.py
2334,225,2,11,8.244444444444444,115,3.81,23,5,0.0,10.373333333333333,126,139,2.206,90,0.0088,2.661,0.0,0,0,sanic,tests/test_requests.py
91,8,2,7,6.0,13,1.8,3,0,63.31,11.375,11,17,3.091,9,0.1545,1.764,0.437,0,0,sanic,sanic/application/spinner.py
29,2,0,4,15.0,18,1.0,1,0,75.62,14.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/webapp/worker/style.py
36,5,0,4,3.6,11,3.5,5,0,54.29,7.2,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_constants.py
451,49,8,7,7.857142857142857,72,4.79,16,2,13.87,9.204081632653061,53,27,1.019,7,0.0098,3.013,0.072,0,0,sanic,tests/test_exceptions.py
20,1,1,3,4.0,4,1.0,1,0,100.0,20.0,3,1,0.667,1,0.1667,1.0,0.0,0,0,sanic,tests/typing/samples/request_custom_sanic.py
11,0,1,2,0.0,0,1.0,1,0,100.0,11.0,2,1,1.0,1,0.5,1.0,0.0,0,0,sanic,tests/typing/samples/app_custom_config.py
25,0,0,5,0.0,0,0.0,0,0,100.0,25.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/log.py
57,6,2,6,4.166666666666667,7,2.62,5,0,52.08,9.5,9,12,2.667,7,0.1667,1.806,0.405,0,0,sanic,sanic/touchup/schemes/altsvc.py
82,2,1,4,30.0,33,2.33,3,0,64.93,41.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sanic,tests/benchmark/test_route_resolution_benchmark.py
27,2,0,2,7.0,8,1.0,1,0,100.0,13.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/webapp/display/plugins/inline_directive.py
1005,88,0,20,11.090909090909092,97,4.47,24,3,1.39,11.420454545454545,68,18,0.529,12,0.004,1.956,0.0,0,0,sanic,tests/test_response.py
69,0,2,6,0.0,0,6.0,11,1,84.24,69.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/logging/color.py
38,0,0,2,0.0,0,0.0,0,0,100.0,38.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/logging/loggers.py
7,1,1,0,3.0,3,1.5,2,0,100.0,7.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/base/meta.py
208,0,0,0,0.0,0,0.0,0,0,100.0,208.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_multi_serve.py
44,3,0,4,5.666666666666667,8,1.0,1,0,89.98,14.666666666666666,4,1,0.5,1,0.0833,1.0,0.0,0,0,sanic,examples/limit_concurrency.py
15,0,2,2,0.0,0,1.0,1,0,100.0,15.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,tests/typing/samples/app_fully_custom.py
16,0,0,5,0.0,0,0.0,0,0,100.0,16.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/server/__init__.py
350,57,0,6,6.105263157894737,34,3.6,7,0,31.36,6.140350877192983,36,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_middleware.py
124,15,0,5,2.4,8,1.0,1,0,75.76,8.266666666666667,16,1,0.125,1,0.0042,1.0,0.0,0,0,sanic,examples/try_everything.py
55,7,0,2,1.0,1,1.0,1,0,85.54,7.857142857142857,8,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/blueprint_middlware_execution_order.py
358,14,1,11,12.714285714285714,48,2.47,5,0,35.41,25.571428571428573,16,19,2.375,5,0.0792,2.291,0.131,0,0,sanic,scripts/release.py
90,12,0,2,2.25,8,1.33,3,0,70.77,7.5,13,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/run_asgi.py
29,2,1,5,1.5,2,1.33,2,0,68.59,14.5,4,2,1.0,2,0.1667,1.333,0.0,0,0,sanic,examples/rollbar_example.py
165,19,0,5,5.157894736842105,18,4.56,7,0,48.94,8.68421052631579,13,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_middleware_priority.py
64,5,1,4,7.2,9,2.8,4,0,48.05,12.8,7,3,0.857,2,0.0714,1.667,0.0,0,0,sanic,examples/request_stream/server.py
75,6,0,3,5.833333333333333,13,1.17,2,0,58.18,12.5,7,1,0.286,1,0.0238,1.0,0.0,0,0,sanic,examples/http_redirect.py
176,0,0,3,0.0,0,0.0,0,0,100.0,176.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,docs/conf.py
64,1,0,4,15.0,15,1.0,1,0,74.95,64.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,scripts/changelog.py
37,6,0,3,6.833333333333333,30,2.0,2,0,63.42,6.166666666666667,7,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_handler.py
96,9,0,8,4.888888888888889,18,2.0,2,0,51.3,10.666666666666666,10,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/worker/test_loader.py
19,1,0,3,11.0,11,2.0,2,0,76.81,19.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/simple.py
23,1,1,3,14.0,14,4.5,5,0,69.58,23.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/touchup/meta.py
107,9,1,9,4.444444444444445,14,1.67,3,0,57.54,11.88888888888889,11,3,0.545,3,0.0273,1.5,0.0,0,0,sanic,tests/test_json_encoding.py
15,0,2,2,0.0,0,1.0,1,0,68.01,15.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,guide/webapp/display/layouts/models.py
40,6,0,3,4.5,22,3.0,3,0,61.88,6.666666666666667,7,5,1.429,5,0.119,1.667,0.0,0,0,sanic,tests/test_handler_annotations.py
89,4,0,6,6.0,13,2.75,5,0,59.86,22.25,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_response_file.py
108,13,0,8,6.615384615384615,21,2.29,4,0,57.67,8.307692307692308,14,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_response_timeout.py
16,0,0,2,0.0,0,0.0,0,0,100.0,16.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/server.py
47,4,1,4,8.5,27,4.33,8,0,52.76,11.75,6,2,0.667,2,0.0667,1.333,0.0,0,0,sanic,tests/test_custom_request.py
159,19,0,10,4.315789473684211,16,1.67,7,0,41.32,8.368421052631579,18,2,0.222,2,0.0065,1.333,0.0,0,0,sanic,tests/worker/test_multiplexer.py
49,1,0,5,36.0,36,5.0,5,0,91.62,49.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/application/ext.py
28,2,0,2,3.5,6,1.5,2,0,62.93,14.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/websocket.py
125,3,0,3,12.666666666666666,19,3.33,8,0,57.16,41.666666666666664,4,2,1.0,2,0.1667,1.333,0.0,0,0,sanic,tests/typing/test_typing.py
49,5,0,5,5.6,14,2.75,4,0,70.14,9.8,6,1,0.333,1,0.0333,1.0,0.0,0,0,sanic,tests/test_coffee.py
31,3,0,3,2.3333333333333335,5,1.33,2,0,82.1,10.333333333333334,4,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/amending_request_object.py
27,3,1,5,2.6666666666666665,4,1.25,2,0,100.0,9.0,5,5,2.0,4,0.25,1.5,0.433,0,0,sanic,guide/webapp/display/layouts/base.py
64,5,2,4,6.4,9,1.57,2,0,68.21,12.8,8,10,2.5,6,0.1786,1.821,0.442,0,0,sanic,sanic/pages/directory_page.py
154,10,0,4,14.5,71,13.67,33,1,31.78,15.4,8,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_blueprint_copy.py
25,1,0,5,1.0,1,1.0,1,0,66.39,25.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/performance/sanic/simple_server.py
98,9,0,3,4.222222222222222,16,1.78,3,0,51.57,10.88888888888889,10,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_base.py
101,10,0,2,11.0,27,4.5,5,0,41.57,10.1,8,1,0.25,1,0.0179,1.0,0.0,0,0,sanic,tests/test_pipelining.py
122,13,0,4,6.923076923076923,15,1.3,3,0,44.99,9.384615384615385,13,11,1.692,7,0.0705,2.327,0.0,0,0,sanic,guide/content/en/migrate.py
249,25,0,14,7.28,31,2.57,6,0,36.49,9.96,24,8,0.667,6,0.0145,1.714,0.0,0,0,sanic,tests/worker/test_reloader.py
25,1,0,2,2.0,2,1.0,1,0,80.29,25.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/override_logging.py
114,2,0,7,30.0,47,2.5,4,0,66.28,57.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/certs/createcerts.py
99,5,0,4,15.4,27,2.2,3,0,62.27,19.8,6,4,1.333,3,0.1333,1.8,0.0,0,0,sanic,guide/webapp/display/layouts/elements/footer.py
366,46,2,9,5.630434782608695,37,2.55,5,0,33.34,7.956521739130435,36,18,1.0,7,0.0143,2.103,0.0,0,0,sanic,tests/test_url_building.py
4,1,1,0,1.0,1,1.5,2,0,100.0,4.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/types/hashable_dict.py
22,2,0,1,2.5,4,1.0,1,0,94.87,11.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/url_for_example.py
83,6,0,8,8.666666666666666,19,3.0,7,0,45.97,13.833333333333334,7,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_motd.py
44,0,0,5,0.0,0,0.0,0,0,55.77,44.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/performance/sanic/http_response.py
23,2,0,2,1.5,2,1.0,1,0,69.99,11.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/delayed_response.py
166,6,2,9,17.166666666666668,55,4.75,16,1,30.74,27.666666666666668,9,14,3.111,9,0.1944,1.75,0.159,0,0,sanic,guide/webapp/display/page/page.py
106,3,1,3,30.333333333333332,61,1.75,3,0,61.73,35.333333333333336,5,4,1.6,2,0.2,2.0,0.0,0,0,sanic,sanic/cli/inspector.py
225,39,0,8,5.0,16,1.76,2,0,32.7,5.769230769230769,33,3,0.182,3,0.0028,1.5,0.0,0,0,sanic,tests/test_response_json.py
174,7,1,6,4.142857142857143,15,1.5,2,0,73.11,24.857142857142858,9,4,0.889,3,0.0556,1.333,0.259,0,0,sanic,sanic/helpers.py
60,5,1,7,7.0,8,2.33,4,0,58.9,12.0,7,9,2.571,6,0.2143,1.571,0.505,0,0,sanic,guide/webapp/display/page/renderer.py
624,59,3,6,13.728813559322035,117,11.33,23,4,14.55,10.576271186440678,32,45,2.812,15,0.0454,2.685,0.052,0,0,sanic,tests/test_request_stream.py
15,1,0,1,1.0,1,1.0,1,0,75.29,15.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/teapot.py
61,0,0,2,0.0,0,0.0,0,0,100.0,61.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/logging/default.py
53,8,0,2,4.5,13,2.25,3,0,74.46,6.625,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_utf8.py
147,7,0,4,17.142857142857142,40,3.86,12,1,51.77,21.0,8,6,1.5,3,0.1071,2.476,0.0,0,0,sanic,guide/webapp/display/layouts/elements/sidebar.py
32,2,1,3,11.0,18,6.33,10,0,66.58,16.0,4,3,1.5,3,0.25,1.5,0.0,0,0,sanic,guide/webapp/display/plugins/hook.py
48,7,1,3,3.5714285714285716,5,1.5,2,0,60.37,6.857142857142857,9,10,2.222,8,0.1389,1.722,0.304,0,0,sanic,tests/client.py
225,38,13,6,5.5,26,2.46,5,0,32.06,5.921052631578948,28,24,1.714,14,0.0317,2.255,0.061,0,0,sanic,tests/test_views.py
42,8,2,3,1.0,1,1.2,2,0,63.05,5.25,8,10,2.5,6,0.1786,1.714,0.0,0,0,sanic,examples/simple_async_view.py
57,8,0,4,5.75,17,2.67,3,0,51.77,7.125,7,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_vhosts.py
83,3,0,7,10.333333333333334,11,4.33,7,0,69.56,27.666666666666668,4,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/worker/test_shared_ctx.py
113,4,1,7,19.0,40,3.2,6,0,64.17,28.25,6,6,2.0,5,0.2,1.6,0.35,0,0,sanic,sanic/pages/error.py
92,14,0,2,3.2142857142857144,8,2.36,4,0,40.57,6.571428571428571,15,13,1.733,13,0.0619,1.857,0.0,0,0,sanic,tests/worker/test_state.py
47,2,0,3,17.5,24,5.0,9,0,56.14,23.5,3,1,0.667,1,0.1667,1.0,0.0,0,0,sanic,tests/http3/test_session_ticket_store.py
31,2,0,3,5.0,9,1.5,2,0,64.42,15.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/run_async.py
55,3,1,8,12.333333333333334,16,2.25,3,0,66.96,18.333333333333332,5,4,1.6,4,0.2,1.6,0.0,0,0,sanic,guide/webapp/display/plugins/tabs.py
123,7,1,11,12.571428571428571,36,4.38,13,1,56.43,17.571428571428573,9,12,2.667,8,0.1667,1.667,0.479,0,0,sanic,sanic/worker/reloader.py
79,5,0,5,10.6,24,4.0,7,0,56.63,15.8,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_touchup.py
7,0,0,1,0.0,0,0.0,0,0,100.0,7.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/static_assets.py
34,3,1,5,2.6666666666666665,5,1.75,3,0,62.15,11.333333333333334,5,3,1.2,3,0.15,1.5,0.0,0,0,sanic,examples/raygun_example.py
36,3,3,2,5.0,7,2.5,3,0,74.11,12.0,7,6,1.714,3,0.1429,2.286,0.0,0,0,sanic,sanic/cli/base.py
76,5,1,7,10.2,19,1.17,2,0,100.0,15.2,7,10,2.857,6,0.2381,1.524,0.633,0,0,sanic,guide/webapp/display/layouts/home.py
592,44,0,11,12.477272727272727,66,3.1,8,0,23.71,13.454545454545455,33,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_cookies.py
44,7,0,2,5.142857142857143,13,3.0,3,0,53.3,6.285714285714286,8,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_payload_too_large.py
176,12,2,19,8.25,22,2.31,8,0,44.27,14.666666666666666,15,19,2.533,10,0.0905,2.115,0.494,0,0,sanic,guide/webapp/display/markdown.py
91,7,2,4,8.857142857142858,23,4.33,12,1,55.3,13.0,9,12,2.667,5,0.1667,1.917,0.393,0,0,sanic,sanic/touchup/schemes/ode.py
32,2,0,5,1.0,1,1.0,1,0,87.35,16.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/sentry_example.py
50,4,0,6,5.25,8,2.0,3,0,56.54,12.5,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_utils.py
275,32,2,9,7.0625,58,2.36,4,0,46.63,8.59375,31,20,1.29,7,0.0215,2.604,0.0,0,0,sanic,tests/test_server_events.py
56,2,1,3,7.0,11,2.0,3,0,77.78,28.0,4,2,1.0,2,0.1667,1.333,0.0,0,0,sanic,examples/exception_monitoring.py
61,4,0,9,1.75,3,1.25,2,0,57.58,15.25,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/logdna_example.py
14,1,0,1,1.0,1,1.0,1,0,75.29,14.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/hello_world.py
5,0,0,1,0.0,0,0.0,0,0,100.0,5.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/blueprint_group.py
264,22,1,21,8.818181818181818,20,1.72,5,0,48.76,12.0,23,9,0.783,5,0.0178,1.667,0.0,0,0,sanic,tests/conftest.py
28,2,0,2,7.0,7,4.0,4,0,59.49,14.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/worker/test_socket.py
14,1,0,1,1.0,1,1.0,1,0,76.55,14.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/unix_socket.py
31,2,0,1,5.0,5,1.0,1,0,92.58,15.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/modify_header_example.py
65,2,0,6,25.5,37,4.0,5,0,68.57,32.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/server/loop.py
65,4,0,6,16.25,47,2.0,2,0,54.98,16.25,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_http_alt_svc.py
53,6,0,4,4.666666666666667,17,2.0,3,0,53.92,8.833333333333334,7,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_json_decoding.py
7,0,0,2,0.0,0,0.0,0,0,100.0,7.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/webapp/endpoint/view.py
142,16,0,2,5.8125,7,1.93,2,0,38.67,8.875,16,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_versioning.py
47,4,1,2,6.0,11,1.6,3,0,67.48,11.75,6,5,1.667,5,0.1667,1.667,0.0,0,0,sanic,guide/webapp/display/plugins/notification.py
56,5,1,7,6.4,16,2.0,4,0,55.61,11.2,7,10,2.857,6,0.2381,1.524,0.667,0,0,sanic,guide/webapp/display/layouts/main.py
1153,132,2,11,8.318181818181818,82,4.0,17,3,2.79,8.734848484848484,97,10,0.206,5,0.0011,1.667,0.022,0,0,sanic,tests/test_blueprints.py
75,8,0,7,4.625,9,2.0,4,0,47.77,9.375,9,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_timeout_logic.py
25,2,0,4,1.5,2,1.0,1,0,69.33,12.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/request_timeout.py
82,7,1,5,7.0,23,1.62,4,0,74.68,11.714285714285714,9,13,2.889,8,0.1806,1.639,0.557,0,0,sanic,sanic/pages/base.py
247,0,0,0,0.0,0,0.0,0,0,100.0,247.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_reloader.py
3905,0,0,0,0.0,0,0.0,0,0,100.0,3905.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/content/en/emoji.py
45,7,0,3,4.285714285714286,15,1.5,2,0,72.74,6.428571428571429,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_dynamic_routes.py
85,10,1,4,4.5,12,1.0,1,0,100.0,8.5,12,4,0.667,3,0.0303,1.5,0.0,0,0,sanic,tests/test_ext_integration.py
109,7,0,6,2.0,8,1.0,1,0,86.71,15.571428571428571,8,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/performance/sanic/varied_server.py
576,47,3,9,8.957446808510639,67,3.96,17,1,23.2,12.25531914893617,40,5,0.25,3,0.0032,2.133,0.0,0,0,sanic,tests/test_errorpages.py
41,3,1,10,7.0,16,1.5,2,0,74.72,13.666666666666666,5,4,1.6,4,0.2,1.6,0.0,0,0,sanic,guide/webapp/display/plugins/mermaid.py
117,4,0,6,20.0,27,3.75,5,0,60.33,29.25,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_server_loop.py
90,4,0,5,13.75,31,1.75,4,0,56.96,22.5,5,2,0.8,2,0.1,1.333,0.0,0,0,sanic,tests/worker/test_restarter.py
42,4,0,2,2.25,6,1.25,2,0,57.55,10.5,5,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/blueprints.py
46,3,1,8,9.333333333333334,14,2.25,3,0,68.31,15.333333333333334,5,4,1.6,4,0.2,1.6,0.0,0,0,sanic,guide/webapp/display/plugins/columns.py
103,11,0,4,6.2727272727272725,29,4.75,7,0,54.35,9.363636363636363,11,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_url_for.py
107,18,0,5,5.777777777777778,24,2.0,3,0,46.05,5.944444444444445,14,4,0.571,3,0.022,1.5,0.0,0,0,sanic,tests/test_create_task.py
82,7,0,4,14.142857142857142,52,2.0,2,0,65.25,11.714285714285714,7,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_request_data.py
38,3,0,3,2.0,2,1.0,1,0,64.5,12.666666666666666,4,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/versioned_blueprint_group.py
22,3,1,2,4.333333333333333,8,2.67,3,0,64.48,7.333333333333333,5,2,0.8,2,0.1,1.333,0.0,0,0,sanic,tests/skip_test_custom_protocol.py
177,14,3,6,7.785714285714286,23,2.94,6,0,39.42,12.642857142857142,18,23,2.556,7,0.0752,2.81,0.27,1,0,sanic,guide/webapp/display/search/search.py
12,0,0,3,0.0,0,0.0,0,0,100.0,12.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/request/__init__.py
26,0,2,2,0.0,0,1.0,1,0,100.0,26.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/worker/constants.py
55,5,0,6,3.8,7,1.75,3,0,80.29,11.0,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/pytest_xdist.py
86,7,0,7,8.0,23,3.67,8,0,45.76,12.285714285714286,8,1,0.25,1,0.0179,1.0,0.0,0,0,sanic,tests/test_prepare.py
70,9,0,5,2.4444444444444446,7,1.11,2,0,100.0,7.777777777777778,10,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/fake/server.py
45,2,0,5,7.0,10,2.0,3,0,66.47,22.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/worker/test_startup.py
11,0,0,3,0.0,0,0.0,0,0,100.0,11.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/handlers/__init__.py
414,15,1,11,22.666666666666668,76,5.5,14,2,24.64,27.6,17,17,2.0,7,0.0625,2.908,0.11,0,0,sanic,guide/webapp/display/page/docobject.py
16,2,0,3,2.0,2,1.0,1,0,100.0,8.0,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/webapp/worker/config.py
455,31,2,13,7.548387096774194,22,2.96,7,0,25.07,14.67741935483871,31,28,1.806,21,0.0301,1.957,0.065,0,0,sanic,tests/test_cli.py
56,8,2,1,6.0,14,2.5,3,0,61.8,7.0,8,5,1.25,3,0.0893,1.5,0.0,0,0,sanic,tests/test_naming.py
37,0,0,2,0.0,0,0.0,0,0,100.0,37.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/response/__init__.py
73,4,0,4,18.5,33,2.0,2,0,76.53,18.25,5,1,0.4,1,0.05,1.0,0.0,0,0,sanic,tests/test_request_cancel.py
126,10,0,9,7.5,19,1.3,2,0,50.84,12.6,11,3,0.545,3,0.0273,1.5,0.0,0,0,sanic,tests/worker/test_worker_serve.py
6,0,0,2,0.0,0,0.0,0,0,100.0,6.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/webapp/display/page/__init__.py
69,3,0,3,18.333333333333332,24,2.67,5,0,100.0,23.0,4,2,1.0,2,0.1667,1.333,0.0,0,0,sanic,guide/webapp/display/layouts/elements/navbar.py
70,5,0,5,1.0,1,1.0,1,0,77.46,14.0,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/run_async_advanced.py
136,17,0,3,6.294117647058823,29,3.5,7,0,59.51,8.0,18,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_redirect.py
5,0,0,1,0.0,0,0.0,0,0,100.0,5.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/types/__init__.py
470,32,0,6,7.15625,43,3.81,22,1,30.63,14.6875,30,3,0.2,3,0.0034,1.5,0.0,0,0,sanic,tests/test_headers.py
35,2,4,2,3.0,3,1.17,2,0,100.0,17.5,7,7,2.0,4,0.1667,1.6,0.0,0,0,sanic,tests/typing/samples/request_fully_custom.py
19,2,0,1,1.0,1,1.0,1,0,72.27,9.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/redirect_example.py
46,5,0,2,1.0,1,1.0,1,0,89.42,9.2,6,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/vhosts.py
339,35,3,7,7.0,47,2.59,10,0,34.02,9.685714285714285,30,19,1.267,12,0.0218,2.959,0.0,0,0,sanic,tests/test_request.py
12,0,0,1,0.0,0,0.0,0,0,99.9,12.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,examples/request_stream/client.py
59,5,1,5,7.2,19,2.67,5,0,54.09,11.8,7,7,2.0,6,0.1667,1.667,0.295,0,0,sanic,sanic/types/shared_ctx.py
392,40,0,7,9.775,109,4.73,10,0,24.78,9.8,34,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_blueprint_group.py
9,1,0,1,1.0,1,1.0,1,0,100.0,9.0,2,0,0.0,0,0.0,0.0,0.0,0,0,sanic,guide/webapp/display/text.py
7,0,0,3,0.0,0,0.0,0,0,100.0,7.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,sanic/touchup/schemes/__init__.py
78,5,1,3,2.4,5,1.83,4,0,58.16,15.6,7,2,0.571,2,0.0476,1.333,0.0,0,0,sanic,examples/log_request_id.py
36,4,0,2,5.75,11,3.5,4,0,82.31,9.0,4,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_test_client_port.py
27,2,0,2,15.0,20,3.0,3,0,60.1,13.5,3,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/test_bad_request.py
6,0,0,1,0.0,0,0.0,0,0,100.0,6.0,1,0,0.0,0,0.0,0.0,0.0,0,0,sanic,tests/typing/samples/app_default.py
39,0,2,2,0.0,0,1.0,1,0,100.0,39.0,3,2,1.333,2,0.3333,1.333,0.0,0,0,sanic,sanic/constants.py
